Name	Set	Imagefile	Primary	Secondary	Race	Alignment	Rarity	Text	MPs	Specific	Skill	Mind	Direct	General	Prowess	Body	Corruption	Home	Unique	RegionType/Path	SiteType	Playable	GoldRing	GreaterItem	MajorItem	MinorItem	Information	Palantiri	Scroll	Hoard	Gear	Haven	Stage	Strikes	erratum	ice_errata	dreamcard
Walls Behind Walls	MEKN	mekn_wallsbehindwalls.jpg	Resource	Permanent-event	Stolen Knowledge	Dual	-	[MP: 1] Stolen Knowledge. Playable during the site phase on a hidden site. Tap a scout at the site; if Concealed Entrance is played on the site you need not tap a scout. Discard this card to untap the site or to discard a Concealed Entrance played on the site. Cannot be duplicated on a given site	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Warlord	MEKN	mekn_warlord.jpg	Resource	Permanent-event	-	Minion	-	[SP: 2, DI: +3] Black player only. Playable on a warrior leader with a normal mind of 7 or more, bearing at least 2 trophy mp. Character becomes a Warlord; he may only be controlled by your avatar or GI. +3 to his DI.       You may only have a second copy of War-lord in play if you have 6 or more SP, or a third if you have 10 or more SP.	1	warlord	Black Warlord	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	-	0.0	-	1.0
Warlord's Lair	MEKN	mekn_warlordslair.jpg	Resource	Permanent-event	-	Minion	-	[SP: 1] Warlord specific. Playable During the site phase at your Warlord's non-haven, non-Darkhold home site. Target siste loses all AA for you; nothing is considered playable there as written on the site card. All versions of the site become hidden; an opponent's company must tap a Ranger to reveal this site. Your characters may heal at this site. Discard when the site leaves active play. Cannot be duplicated on a given site.	-	-	Warlord	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1.0	-	0.0	-	1.0
Wolves' Feed	MEKN	mekn_wolvesfeed.jpg	Resource	Short-event	-	Minion	-	[MP: 0; CP: 0] Play to untap a wolf ally, a Wolf faction, or a non-unique Scara-hai Orc. Alternatively, playable on a wolf ally facing a strike: if the strike is defeated the ally receives +2 body until the end of the turn.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Andoloki	MEKN	mekn_andoloki.jpg	Site	-	-	Hero	-	(1)Drake---1 strikes with 10 prowess;*(2)Drake---2 strikes with 11 prowessSpecial: *need only be faced if the company intends to play a second item the same turn(which may be played at a tapped site.  [get true text]	-	-	-	-	-	-	-	-	-	-	unique	Wilderness	Ruins & Lairs	Items(minor,major,gold ring)	yes	-	yes	yes	-	-	-	-	-	Grey Havens	-	-	0.0	-	1.0
Andoloki	MEKN	mekn_andoloki2.jpg	Site	-	-	Minion	-	(1)Drake---1 strikes with 10 prowess;*(2)Drake---2 strikes with 11 prowessSpecial: *need only be faced if the company intends to play a second item the same turn(which may be played at a tapped site.	-	-	-	-	-	-	-	-	-	-	unique	Wilderness	Ruins & Lairs	Items(minor,major,gold ring)	yes	-	yes	yes	-	-	-	-	-	Carn Dum	-	-	0.0	-	1.0
Annuminas	MEKN	mekn_annuminas.jpg	Site	-	-	Hero	-	"(1)Undead---4 strikes with 7 prowess, each character wounded must make a corruption check.Special: Sapling of the White Tree may be stored her for two Marshaling points if Rebuild the Town has been played on this site. The White Tree is playable using a Sapling of the White Tree here: in The White Tree description replace all occurrences of  ""Minas Tirith"" with Annuminas""."	-	-	-	-	-	-	-	-	-	-	-	Wilderness	Ruins & Lairs	Information, Items(minor, major)	-	-	yes	yes	yes	-	-	-	-	Rivendell	-	-	0.0	-	1.0
Annuminas	MEKN	mekn_annuminas2.jpg	Site	-	-	Minion	-	(1)Undead---4 strikes with 7 prowess, each character wounded must make a corruption check.Special: one nonU Dunadan hazard creature may be played (not counting against the hazard limit) against a minion company moving to this site, regardless of other cards played.	-	-	-	-	-	-	-	-	0.0	-	-	Wilderness	Ruins & Lairs	Information, Items(minor, major)	-	-	yes	yes	yes	-	-	-	-	Carn Dum	-	-	0.0	-	1.0
Creb Durga	MEKN	mekn_crebdurga.jpg	Site	-	-	Hero	-	(1)Orcs---2S/6P; (2)Trolls--- 2S/10P0	-	-	-	-	-	-	-	-	-	-	unique	Wilderness	Shadow-hold	Items(minor, major, greater*) ; *---battle-gear item only---	-	yes	yes	yes	-	-	-	-	yes	Rivendell	-	-	0.0	-	1.0
Creb Durga	MEKN	mekn_crebdurga2.jpg	Site	-	-	Minion	-	(1)Orcs--- 2 strikes with 6 prowess (detainment against overt companies);(2)Trolls--- 2 strikes with 10 prowess (detainment against overt companies)Special: Any nonU Orc or Troll character may be brought into play at this site during the organization phase.	-	-	-	-	-	-	-	-	0.0	-	-	Wilderness	Shadow-hold	Items(minor, major)	-	-	yes	yes	-	-	-	-	-	Carn Dum	-	-	0.0	-	1.0
Dead Man's Dike	MEKN	mekn_deadmansdike.jpg	Site	-	-	Hero	-	(1)Undead---3 strikes with 9 prowess, each character wounded must make a corruption check.Special: Any non-unique Undead creature may be played at this site.	-	-	-	-	-	-	-	-	-	-	unique	Wilderness	Ruins & Lairs	Items(minor, major; greater*)  *---Palantiri only---	-	-	yes	yes	-	yes	-	-	-	Rivendell	-	-	0.0	-	1.0
Dead Man's Dike	MEKN	mekn_deadmansdike2.jpg	Site	-	-	Minion	-	(1)Undead---3 strikes with 9 prowess, each character wounded must make a corruption check.Special: Any non-unique Undead creature may be played at this site.	-	-	-	-	-	-	-	-	0.0	-	unique	Wilderness	Ruins & Lairs	Items(minor, major; greater*)  *---Palantiri only---	-	-	yes	yes	-	yes	-	-	-	Carn Dum	-	-	0.0	-	1.0
Eldanar	MEKN	mekn_eldanar.jpg	Site	-	-	Hero	-	(1)Men--- 2 strikes with 6 prowess 0	-	-	-	-	-	-	-	-	-	-	-	Wilderness	Ruins & Lairs	Items(minor)	-	-	-	yes	-	-	-	-	-	Rivendell	-	-	0.0	-	1.0
Eldanar	MEKN	mekn_eldanar2.jpg	Site	-	-	Minion	-	(1)Men--- 2 strikes with 6 prowess 	-	-	-	-	-	-	-	-	0.0	-	-	Wilderness	Ruins & Lairs	Items(minor)	-	-	-	yes	-	-	-	-	-	Carn Dum	-	-	0.0	-	1.0
Hostel of the Sisters of Nienna	MEKN	mekn_hostelofthesistersofnienna.jpg	Site	-	-	Hero	-	*Special: Tap site during the site phase to heal one character (from wounded to tapped). Alternatively, tap the site during the site phase to heal one Dunadan character (from wounded to untapped).	-	-	-	-	-	-	-	-	-	-	-	Wilderness	Free-hold	*	-	-	-	-	-	-	-	-	-	Rivendell	-	-	0.0	-	1.0
Hostel of the Sisters of Nienna	MEKN	mekn_hostelofthesistersofnienna2.jpg	Site	-	-	Minion	-	(1)Dunedain---3 strikes with 10 prowess (detainment against covert companies)Special: Tap during the site phase to heal a character in a covert company (from wounded to tapped, or wounded to untapped if a Dunadan character).	-	-	-	-	-	-	-	-	0.0	-	-	Wilderness	Free-hold	Items* (minor, major)  *non-battle-gear items only	-	-	yes	yes	-	-	-	-	-	Carn Dum	-	-	0.0	-	1.0
Lond Daer	MEKN	mekn_londdaer.jpg	Site	-	-	Hero	-	(1)Undead---3 strikes with 8 prowess; any character wounded by a strike must make a second body check modified by +2 immediately following the first body check.Special: Hidden site. Port. This site card may only be revealed if either Gates of Morning or Doors of Night is in play, and if the company discards (for no effect) a Lost Knowledge card it controls. Any hazard creatures normally keyed to coastal sea may be played at this site.	-	-	-	-	-	-	-	-	-	-	-	Wilderness	Ruins & Lairs	Items(minor, major, greater, gold ring) 	yes	yes	yes	yes	-	-	-	-	-	Rivendell	-	-	0.0	-	1.0
Lond Daer	MEKN	mekn_londdaer2.jpg	Site	-	-	Minion	-	(1)Undead---3 strikes with 8 prowess; any character wounded by a strike must make a second body check modified by +2 immediately following the first body check.Special: Hidden site. Port. This site card may only be revealed if either Gates of Morning or Doors of Night is in play, and if the company discards (for no effect) a Stolen Knowledge card it controls. Any hazard creatures normally keyed to coastal sea may be played at this site.	-	-	-	-	-	-	-	-	0.0	-	-	Wilderness	Ruins & Lairs	Items(minor, major, greater, gold ring) 	yes	yes	yes	yes	-	-	-	-	-	Carn Dum	-	-	0.0	-	1.0
Morkai	MEKN	mekn_morkai.jpg	Site	-	-	Hero	-	(1)Orcs---4 strikes with 6 prowess;(2)Opponent--- may play any copy of Wolf-Riders; sum all strikes into one attack.Special: Up to 3 Wolf-riders (as creatures) are playable at this site, simultaneously, as a second automatic-attack. Add together the strikes from all Wolf-riders played, and consider them a single attack.	-	-	-	-	-	-	-	-	-	-	-	Shadow-land	Shadow-hold	Items(minor; major)	-	-	yes	yes	-	-	-	-	-	Rivendell	-	-	0.0	-	1.0
Morkai	MEKN	mekn_morkai2.jpg	Site	-	-	Minion	-	(1)Orcs--- 4 strikes with 6 prowess (detainment against overt company)Special: Any Wolf ally is playable at sites in Eriador, Northern Waste, or Wilderland may be played at this site.	-	-	-	-	-	-	-	-	0.0	-	-	Shadow-land	Shadow-hold	*	-	-	-	-	-	-	-	-	-	Carn Dum	-	-	0.0	-	1.0
The Ghost-caves	MEKN	mekn_theghostcaves.jpg	Site	-	-	Dual	-	(1)Undead---each character faces a strike with 9 prowess;(2)Opponent--- may play from hand or discard pile King of the Dead or a non-unique Demon or Pukel-creature.Special: Contains a hoard. Any non-unique Undead creature may be keyed to the site.	-	-	-	-	-	-	-	-	-	-	unique	Dungeon	Ruins & Lairs	faction:Ghostwarriors;Items(minor, major) 	-	-	yes	yes	-	-	-	yes	-	The Riddle-caves	-	-	0.0	-	1.0
The Riddle Caves	MEKN	mekn_theriddlecaves.jpg	Site	-	-	Hero	-	(1)Traps---5 strikes with 11 prowess(detainment, mind)Special: Cards that modify a riddling attempt may be played to modify the prowess against a strike. Any untapped character in the company may take a strike another character is facing. If any strike is successful the site phase immediately ends.	-	-	-	-	-	-	-	-	-	-	-	Wilderness	Ruins & Lairs	Information, Items(minor)	-	-	-	yes	yes	-	-	-	-	Rivendell	-	-	0.0	-	1.0
The Riddle Caves	MEKN	mekn_theriddlecaves2.jpg	Site	-	-	Minion	-	(1)Traps---5 strikes with 11 prowess(detainment, mind, cannot be cancelled)Special: Cards that modify a riddling attempt may be played to modify the prowess against a strike. Any untapped character in the company may take a strike another character is facing. If any strike is successful the site phase immediately ends.	-	-	-	-	-	-	-	-	-	-	-	Wilderness	Ruins & Lairs	Information, Items(minor)	-	-	-	yes	yes	-	-	-	-	Carn Dum	-	-	0.0	-	1.0
The Under-caves	MEKN	mekn_theundercaves.jpg	Site	-	-	Hero	-	Adjacent Sites: Creb Durga (0), Ruins of Nogrod (11), The Gem-deeps (7), The Under-gates (6), The Under-vaults (9)  (1)Trolls--- 2 strikes with 10 prowess;(2)Trolls---- 1 strike with 13 prowessSpecial: If Doors of Night is in play, creatures normally keyed to Dark-holds may be played at this site.	-	-	-	-	-	-	-	-	-	-	-	Under-deeps	Shadow-hold	Items(minor, major, greater*) *battle-gear only 	-	yes	yes	yes	-	-	-	-	yes	Creb Durga	-	-	0.0	-	1.0
The Under-caves	MEKN	mekn_theundercaves2.jpg	Site	-	-	Minion	-	Adjacent Sites: Creb Durga (0), Ruins of Nogrod (11), The Gem-deeps (7), The Under-gates (6), The Under-vaults (9)  (1)Trolls--- 2 strikes with 10 prowess; (2)Opponent--- may play as an automatic-attack one non-unique hazard creature from his hand normally keyed to a Ruins & Lairs [RL] Special: Non-nazgul creatures played at this site attack normally, not as detainment. Any non-unique ally playable at any under-deeps site may be played here.	-	-	-	-	-	-	-	-	0.0	-	unique	Under-deeps	Shadow-hold	Items(minor, major)	-	-	yes	yes	-	-	-	-	-	Creb Durga	-	-	0.0	-	1.0
Tol Lamfirith	MEKN	mekn_tollamfirith.jpg	Site	-	-	Hero	-	*Special: Rangers of the North faction is playable at this site. Tap a Dunadan ranger to make information playable at this site this turn. Tap one non-ranger man or dunadan at this site to give that character ranger skill for the rest of the game. Place this card (or some other token) with the character when the company leaves this site.	-	-	-	-	-	-	-	-	-	-	-	Wilderness	Free-hold	*	-	-	-	-	-	-	-	-	-	Rivendell	-	-	0.0	-	1.0
Tol Lamfirith	MEKN	mekn_tollamfirith2.jpg	Site	-	-	Minion	-	(1)Dunedain---3 strikes with 10 prowessSpecial: Tap a Dunadan ranger or sage to make Infromation playable at this site this turn.	-	-	-	-	-	-	-	-	0.0	-	-	Wilderness	Free-hold	Items(minor, major)	-	-	yes	yes	-	-	-	-	-	Carn Dum	-	-	0.0	-	1.0
Traith Chefudoc	MEKN	mekn_traithchefudoc.jpg	Site	-	-	Hero	-	(1)Wose---4 strikes with 8 prowess Special: Hidden site. You must either have Wose character or Wose faction in play to reveal this site. Woses of the Eryn Vorn faction is playable at this site. Tap to heal a character (from wounded to untapped), make a roll: If the result plus the wounded character's Marshaling point value is greater than 7, the character heals. Otherwise, discard the character and all cards he controls.	-	-	-	-	-	-	-	-	-	-	-	Wilderness	Border-hold	Items(minor, major)	-	-	yes	yes	-	-	-	-	-	Rivendell	-	-	0.0	-	1.0
Traith Chefudoc	MEKN	mekn_traithchefudoc2.jpg	Site	-	-	Minion	-	(1)Wose---4 strikes with 8 prowessSpecial: Hidden site. You must either have Wose character or Wose faction in play to reveal this site. Woses of the Eryn Vorn faction is playable at this site. Covert company only: Tap to heal a character (from wounded to untapped), make a roll: If the result plus the wounded character's Marshaling point value is greater than 7, the character heals. Otherwise, discard the character and all cards he controls.	-	-	-	-	-	-	-	-	-	-	-	Wilderness	Border-hold	Items(minor, major)	-	-	yes	yes	-	-	-	-	-	Carn Dum	-	-	0.0	-	1.0
