Name	Set	Imagefile	Primary	Secondary	Race	Alignment	Rarity	Text	MPs	Specific	Skill	Mind	Direct	General	Prowess	Body	Corruption	Home	Unique	RegionType/Path	SiteType	Playable	GoldRing	GreaterItem	MajorItem	MinorItem	Information	Palantiri	Scroll	Hoard	Gear	Haven	Stage	Strikes	erratum	ice_errata	dreamcard
Charge	METI	meti_charge.jpg	Resource	Short-event	-	Hero	-	Playable on a moving company facing an attack, if all characters in the company control a horse ally and no other allies are in the company (if Shadowfax is in the company, 1 Hobbit need not control a horse ally). You assign all strikes from the attack. The attack's prowess is modified by -1 for every 3 characters that do not get to receive a strike; the attack's body is modified by -1 for every 5 characters that do not get to receive a strike.       Alternatively, playable if you initiate CvCC at a Ruins & Lairs [R] and each character in the company controls a horse ally: + 2 prowess to all your characters.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Collar of Spikes	METI	meti_collarofspikes.jpg	Resource	Permanent-event	Armor	Dual	-	Armor. Playable on a wolf ally or Noble Hound.  -1 body to all strikes against the ally. If the ally has faced a strike from a defeated creature he gains the warrior skill (invert this card or place a token). Cannot be duplicated on a given ally.	-	-	-	-	-	-	-	-	-	attach invert	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Dernhelm	METI	meti_dernhelm.jpg	Resource	Permanent-event	-	Hero	-	Unique. Playable on Eowyn. You may start the game with this card in lieu of a minor item. +1 to Eowyn's prowess, body and mind. +1 to her CP if in the company with a Hobbit or character with home site Edoras. You may play Helm of Her Secrecy as if Eowyn were in your hand.     Discard this card if Eowyn taps during the site phase, or if Helm of Her Secrecy is in play during the end-of-turn phase.	-	-	Man	-	-	-	-	-	-	-	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Draw Swords Together	METI	meti_drawswordstogether.jpg	Resource	Permanent-event	-	Hero	-	Playable on a hero company. One grey agent may be played as a character with the company at one of your Havens [H].   Place this card with the agent when he enters play. This card may be played with a starting company in lieu of a minor item (reveal this card before playing a grey agent).     Alternatively, playable during the organization phase on one of your face up grey agents bearing Deeds of Lonely Daring. Discard Deeds of Lonely Daring; target agent becomes one of your characters in active play.	-	-	Hero	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Elendil!	METI	meti_elendil.jpg	Resource	Short-event	-	Hero	-	Playable on Aragorn II or a Dunadan with a home site in Eriador, if he bears a weapon and makes an influence attempt or faces a strike. Modify the roll by the prowess bonus the weapon gives him. Cannot be duplicated in a given turn.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Ent-moot	METI	meti_entmoot.jpg	Resource	Permanent-event	Ritual	Hero	-	Search through your discard pile for one Ent faction, or Ent ally and placed it in your hand.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Entwives	METI	meti_entwives.jpg	Resource	Faction	Ent	Hero	-	Unique. Playable at any Border-hold [B] or non-Dragon's lair Ruins & Lairs [R] in a Wilderness [w]; this region must not be in Eriador, Gondor, Mordor, or Wilderland, nor be adjacent to a Shadow-land [s] or Dark-domain [d]    and if the influence check is greater than 12. Standard Modifications: Ents of Fangorn (+4), each Ent ally in the company (+2), Wizards (-5). Muster or Threats has no effect on an attempt to influence this faction. You may reveal Entwives from hand during the movement/ hazard phase to cancel the discarding of any Ent allies moving to a site where Entwives is playable. This faction gives 4 mp if you have a Man faction in play at a site Entwives' current region.	2(4)	-	-	-	-	-	-	-	-	-	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Evermind	METI	meti_evermind.jpg	Resource	Permanent-event	-	Hero	-	[MP: 1] Playable if a character with home site Helm's Deep or a site in Rohan was eliminated this turn. Cannot be duplicated for a given character. Discard this card to discard a corruption card from one of your characters with home site Helm's Deep or a site in Rohan.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Eyes of the Tower	METI	meti_eyesofthetower.jpg	Resource	Permanent-event	Palantir	Minion	-	[MP: 0] Black player only. Playable on a characters bearing and able to use a Palantir. Discard this card if these requirements are not met. Once per turn, you may discard a Messenger of Mordor from hand and name an item (or two items if opponent has a Palantir in active play). If the item is in opponent's hand, he must discard it. Alternatively, if your opponent has a Palantir in active play, you may name one of opponent's stored non-special items instead and tap target character to make an influence attempt against this item (as if held by an opponent's character at the site; treat his DI and mind as zero).	-	-	Black	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Fate Let Our Ways Meet	METI	meti_fateletourwaysmeet.jpg	Resource	Permanent-event	-	Hero	-	Playable with a starting company in lieu of a minor item. Instead of a normal character, you may play one non-overt character (or two Hobbits) with the starting company regardless of his race. Additionally, the character's home site is not considered when determining the company's starting site.   Cannot be duplicated by a given player.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Fated Individual	METI	meti_fatedindividual.jpg	Resource	Permanent-event	-	Dual	-	[MP: (-*)] Playable on a unique character or ally with a prowess less than 5. Bearer receives +2 prowess against all attacks from agents, Nazgul, Slayers, and Assassin. When bearer must make a body check, rotate this card 90deg (or place a token; maximum of 3 times). Discard this card to modify a CP for target character by the number of tokens on this card. This card is worth -1 miscellaneous mp for each token on it. When this card is discarded, place it in your mp. Cannot be duplicated on a given character. 	-	-	-	-	-	-	-	-	-	attach tap invert rotate	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Fool of a Took	METI	meti_foolofatook.jpg	Resource	Permanent-event	Palantir	Hero	-	[MP: 1] Unique. Playable on Pippin if he bears a Palantir. He may tap to use a Palantir he bears. Discard this card if Pippin does not  bear a Palantir.	1	-	-	-	-	-	-	-	-	-	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Fuel for Furnaces	METI	meti_fuelforfurnaces.jpg	Resource	Permanent-event	-	Fallen-wizard	-	[MP: 2(4); SP: 0] Playable on a company containing an overt character at a non-Haven non-Dark-hold site in a Jungle [j] region or in Mirkwood, Fangorn, Lotan, Old Forest or Taur Romen. The company faces 3 attacks: Awakend Plants -- 3 strikes with 9 prowess; 2 strikes with 11 prowess; 1 strike with 14 prowess. These attacks cannot  only be cancelled by discarding a Blasting Fire or Liquid Fire from the company. After these attacks, tap a character and the site or discard this card. If played at a site in Fangorn or Old Forest, invert this card.      This card may be stored at one of your protected Wizardhavens [H] for 2 mp (4 if inverted); you may take one stage resource playable on/at Deep Mines from your play deck or discard pile to your hand. Cannot be duplicated at a given site.	-	ffw	-	-	-	-	-	-	-	company invert	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1.0	-	0.0	-	1.0
Give Good Sport	METI	meti_givegoodsport.jpg	Resource	Permanent-event	Prisoner	Minion	-	[MP: 2] Prisoner. Playable with one of your Seize Prisoners in active play. Keep this card with the Seize Prisoners; it counts as prisoner for the purpose of interpreting card effects. Unless this card is stored, opponent makes a roll during each of your end-of-turn phases: if the result is greater than 9, discard the Seize Prisoners and place this card in your mp for 1 mp. Cannot be duplicated for a given Seize Prisoners.	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Golden Hall of Edoras	METI	meti_goldenhallofedoras.jpg	Resource	Permanent-event	-	Hero	-	Playable on Edoras. Any character at Edoras and with Edoras as a home site may tap during the organization phase to bring one Horses, Noble Steed, Shadowfax, or Wild Horses from the discard pile to their play deck. Any character that taps in this fashion makes a CP. Discard this card if the site leaves active play, or when any play deck is exhausted. Cannot be duplicated.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Grim Morn and a Golden Sunset	METI	meti_grimmornandagoldensunset.jpg	Resource	Permanent-event	-	Atani-lord	-	[MP: (3); SP: 2] Theoden King specific. Place this card on Theoden King if he is in play. The company may contain any number of leaders.  You may play Evermind on eliminated horse allies. Place this card in your mp if Theoden King is eliminated. If this card is in your mp, all your Evermind are worth 2 mp.     tap: when you play Hour of Need on a character in the company. This card does not untap normally.     If tapped, invert this card when you play Valour in Battle on Theoden King. If inverted, place this card in your mp when you play Charge! on the company: it is worth 3 mp. Cannot be duplicated.	-	Theoden	-	-	-	-	-	-	-	tap invert	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	-	0.0	-	1.0
Gulthalion	METI	meti_gulthalion.jpg	Resource	Special Item	Shield	Hero	-	[MP: 2; CP: 2; Prowess: (+2); Body: +2] Unique. Playable at Thuringwathost. Shield. +2 body to a maximum of 9. May also be used as a minion item by a minion Elf.  Warrior or sage only: +2 prowess against non-combat attacks.     tap: at any time to give -2 to the prowess and body of any character at the site that has used a magic or spell resource that turn.	2	-	Warrior Sage	-	-	-	-	-	2.0	-	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Guthwine	METI	meti_guthwine.jpg	Resource	Major Item	Weapon	Hero	-	[MP: 2; CP: 2; DI: +1; Prowess: +2(+3)] Unique. Weapon. Warrior only: +2 prowess (to a maximum of 8). Man or Dunadan warrior only: +3 prowess (to a maximum of 9), and -1 to target's body against Wolves and Uruk-hai.      Eomer or Eowyn only: +1DI.	2	-	Warrior Man Dunadan	-	-	-	-	-	2.0	-	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
He Walks Here and There	METI	meti_hewalkshereandthere.jpg	Resource	Permanent-event	-	Fallen-wizard	-	[SP: 1] Saruman specific. Saruman may enter play at any Free-hold [F], Border-hold [B] or non-Dragon's lair Ruin's & Lairs [R] where rings are playable. You may discard this card from play to immediately join Saruman with one of your companies at or moving to a site located in the same or an adjacent region (as his current site); tap Saruman if untapped, and all characters in his new company receive +2 to their CP this turn. Cannot be duplicated.	-	Saruman-fw	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1.0	-	0.0	-	1.0
Herugrim	METI	meti_herugrim.jpg	Resource	Major Item	Weapon	Hero	-	[MP: 2, CP: 2; Prowess: +2(+3); Body: (+1)] Unique. Weapon. Warrior only: +2 prowess (to a maximum of 8). Man or Dunadan warrior only:  +3 prowess (to a maximum of 9), and -1 to target's body against Wolves and Uruk-hai.     Theoden or Theodred only: +1 body (to a maximum of 10).	2	Theoden Theodred	Warrior Man Dunadan	-	-	-	-	-	2.0	-	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Hew the Stone	METI	meti_hewthestone.jpg	Resource	Permanent-event	-	Hero	-	[MP: 4] Unique. Playable during the site phase at Isengard, if you have in play at least three Ent allies and/or Ent factions. May be played regardless of The Fortress of Isen. May not be played if you are a Fallen-wizard or you have a manifestation of Saruman in play. The company faces 3 attacks (cannot be cancelled); Wolves -- 3 strikes with 7 prowess; Orcs -- 4 strikes with 8 prowess; Flame Traps -- 2 strikes with 10 prowess. After the attacks, tap a character and the site and place this card in your mp, or discard this card.      Discard The Fortress of Isen if in play. Stage versions of Isengard cannot be used by any player. If your opponent has more than one stage card in play, he must discard one stage card of his choice (or your choice if he is Saruman). 	-	misc	-	-	-	-	-	-	-	-	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Hidden Valour	METI	meti_hiddenvalour.jpg	Resource	Permanent-event	-	Hero	-	Each of your characters in active play with a mind of three or more and which normally does not give any mp now gives 1 mp (even if you are an Atani-lord or Fallen-Gandalf).	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Hope Renewed	METI	meti_hoperenewed.jpg	Resource	Permanent-event	-	Hero	-	Playable on a company during CvCC (even after strikes are assigned), if Gates of Morning is in play and at least two characters are wounded (or taken prisoner with opponent's company). May also be played during opponent's site phase. Any of your characters at sites in the same territory as the company's current site, or any character in your hand whose home site is in the same territory, may now join the company. Each of these characters may face a strike already assigned to another character in the company.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Horn of Eorl	METI	meti_hornofeorl.jpg	Resource	Special Item	Instrument	Hero	-	[MP: 1; CP: 1] Unique. Instrument. Playable by Merry at Edoras (even if the site is tapped). Cannot be transferred during the organization phase.      tap: take one Charge!, The Rohirrim or Reunion from your discard pile to your hand.     Tap: give +3 to an influence check bearer makes against a hero faction. 	1	-	-	-	-	-	-	-	1.0	-	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Horse Mane's Helm	METI	meti_horsemaneshelm.jpg	Resource	Major Item	Helmet	Hero	-	[MP: 2; CP: 1; Body: +1] Unique. Helmet. +1 body to a maximum of 9.      tap: shuffle one warrior only resource event used by the bearer of this item this phase into your play deck instead of discarding it.	2	-	-	-	-	-	-	-	1.0	-	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Keeping of Good Faith	METI	meti_keepingofgoodfaith.jpg	Resource	Permanent-event	-	Hero	-	[MP: (*), Mind: 1; P/B: -7/8] Playable on a hazard creature with an asterisk (*) and with one strike for each of its attacks, attacking a non-overt company. All attacks are cancelled and the creature becomes an ally under the control of any character in the company that taps. Keep this card with the creature. The ally has a mind of 1, prowess equal to its normal prowess minus 7, and a body as listed on its card (8 if none is listed). This card is worth ally mp as listed on the creature's card.  Alternatively, may be played as a short-event to cancel a detainment attack against a hero company.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Last March of the Ents	METI	meti_lastmarchoftheents.jpg	Resource	Permanent-event	-	Hero	-	Unique. Playable on a company containing a Hobbit and an Ent. taAt the start of their movement/hazard phase, when moving to a site  in The Shire or a Wilderness [w] region, you may tap a Hobbit and an Ent in the company to prevent any Ent allies in the company from being discarded as per their card effect.     Additionally, any Ent in the company may face strikes from attacks keyed to a site and from automatic-attacks. Discard this card if the company does not contain a Hobbit and an Ent.	-	-	-	-	-	-	-	-	-	-	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Lord of the Mark	METI	meti_lordofthemark.jpg	Resource	Permanent-event	-	Hero	-	[MP: (1); Mind: +2; DI: +2; CP: (+1)] Unique. Playable on Theoden, Theodred, or Eomer.   This card must always be transferred to the first character in line in active play, according to the above mentioned order (or discarded it if that character is in play by opponent).     + 2 to bearer's mind. + 2 DI against characters and factions playable at sites in Rohan, Gap of Isen and Anorien. Bearer may automatically influence the Riders of Rohan. +1 to his CP if a character with a home site in Rohan is present in his company. If not played on an avatar, this card is worth 1 mp. 	(1)	-	-	-	-	-	-	-	-	-	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Lumerane	METI	meti_lumerane.jpg	Resource	Permanent-event	Palantir	Dual	-	[CP: 1 (2)] Playable on a Palantir (not Palantir of Elostirion). If bearer is able to use the Palantir, you may discard a Far Sight or All Thought Bent upon It from hand to invert this card. During any of your next turns, you may re-invert this card to either take a resource from your play deck to your hand or cancel the effects of one hazard in play (for the rest of the turn). You may not invert this card again the same turn.      When you invert this card, bearer must make a CP for each Palantir in active play (modify by -2 if its bearer has a higher mind or if your opponent is Sauron). Cannot be duplicated on a given Palantir. This card gives 2 corruption points if the bearer is a minion or overt character.	-	-	-	-	-	-	-	-	-	attach invert	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Marshall of the Mark	METI	meti_marshallofthemark.jpg	Resource	Permanent-event	-	Atani-lord	-	[SP: 2; DI: +2] Theoden King specific. Playable on Eomer, Elfhelm, Erkenbrand or Theodred, if in a company with Theoden (or in your starting company). +2 DI against characters with a home site in Rohan. Target character becomes a leader (if not already) and can only be controlled by your Lord or GI. Attacks against his company keyed to Rohan by name are detainment. Cannot be duplicated on a given character.	-	Theoden	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	-	0.0	-	1.0
Mearas	METI	meti_mearas.jpg	Resource	Faction	Animal	Hero	-	[MP: 2] Unique. Playable at Edoras or Dunharrow if the influence check is greater than 12.  Standard Modifications: Men with a home site in Rohan (+2), for each Wild Horses in play (+1), for each Shadowfax or Snowmane in the company (+3).     tap: at any time to tap all horse allies in an opponent's company moving through Rohan or at a site in Rohan.	2	-	Light Calvary	-	-	-	-	-	-	-	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Meduseld	METI	meti_meduseld.jpg	Resource	Permanent-event	-	Atani-lord	-	[SP: 1] Unique. Theoden King specific. Playable on Edoras. May also be played during the end-of-turn phase. The site becomes a Lordhaven [H]. If one of your companies is at this site all attacks against it are cancelled. Characters with Edoras as their home site may be brought into play under GI at this site (regardless of the presence of any other character). Only agents that have Edoras as a home site may move to this site.     Discard this card when the site leaves active play or when Smoke on the Wind or People Diminished is successfully played at the site.	-	Theoden	-	-	-	-	-	-	-	-	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	1.0	-	0.0	-	1.0
Men of Harrowdale	METI	meti_menofharrowdale.jpg	Resource	Faction	Man	Hero	-	[MP: 1] Unique. Playable at Dunharrow if the influence check is greater than 7. Standard Modifications: none.     tap: take a horse ally playable at a site in Rohan from your discard pile to your hand.	1	-	Light Calvary	-	-	-	-	-	-	-	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Men of Westfold	METI	meti_menofwestfold.jpg	Resource	Faction	Man	Hero	-	[MP: 1] Unique. Playable at Helm's Deep if the influence check is greater than 7. Standard Modifications: none.     tap: take a battle-gear item playable at a site in Gap of Isen from your discard pile to your hand.	1	-	Light Calvary	-	-	-	-	-	-	-	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Mighty Steed	METI	meti_mightysteed.jpg	Resource	Ally	Horse	Dual	-	[MP: 1; Mind: 2; P/B: 2/7] Horse. Playable at any tapped or untapped Border- hold [B]. May not be controlled by a Dwarf, Hobbit, Ringwraith or overt character.  If each character in the company controls a horse ally, the company may move up to two additional regions.     tap: cancel a strike (not from an automatic-attack) against itself.	1	-	-	-	-	-	-	-	-	tap	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Miraearon	METI	meti_miraearon.jpg	Resource	Permanent-event	-	Hero	-	Playable at the end of the organization phase with a company that can legally move to Taur Romen and discards (for no effect) a Lost Knowledge card it controls. This card is used as a site card: Border- hold [B] in Taur Romen (draw: 2/2). Elves may heal at this site. Wandlimb, Willowshanks and Entwives are playable at this site without further requirements: discard any Man factions you have in play. Place this card in your mp instead of discarding it from play. Cannot be duplicated by a given player.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Mounted Lance	METI	meti_mountedlance.jpg	Resource	Minor Item	Weapon	Dual	-	[MP: 0; CP: 1] Weapon. Dunadan, Elf, or Man warrior only, if controlling a horse ally: +1 prowess (to a maximum of 8) and +1 to the ally's prowess and body. Discard this item to give -1 body to a strike bearer faces; another weapon may be used against the same strike.	-	-	-	-	-	-	-	-	1.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
No Time to Weigh	METI	meti_notimetoweigh.jpg	Resource	-	-	Hero	-	Playable on a company with 4 or less characters and allies during the organization phase or in a starting company in lieu of a minor item. The company may not use starter movement or move to an Under-deeps site and its hazard limit is increased by 1. The company may move an additional region, to a maximum of 5. Discard during your organization phase if you choose or if the company has more than 4 characters and allies. Cannot be duplicated on a given company	-	Permanent-event	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Old Toby	METI	meti_oldtoby.jpg	Resource	Short-event	-	Hero	-	Playable during the organization phase on a character at a Ruins & Lairs  [R]. Tap the character and take a resource, character or hazard playable at the site from your sideboard to your hand (show opponent); if a resource, it cannot be normally worth more than 1 mp. Remove this card from the game.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
On The Precious	METI	meti_ontheprecious.jpg	Resource	Short-event	-	Dual	-	[MP: 0; CP: 0] Playable during the site phase on a character bearing a ring special item. You may take a manifestation of Gollum from your discard pile to your hand. Additionally, if My Precious is face up and at a site in the same or an adjacent region, or the ringbearer is at one of My Precious' home sites, he now attacks the ringbearer's company. The ringbearer must face at least 1 strike from the attack. If still in play afterwards, My Precious is considered at this site (no site card is required if none is available).	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Orcs of Isengard	METI	meti_orcsofisengard.jpg	Resource	Faction	Orc	Minion	-	[MP: 3] Unique. Playable at Isengard if you have Greater Half-orcs or Sharku in play and if the influence check is greater than 12.Standard Modifications: a manifestation of Saruman is in the company (+5), Greater Half-orcs (+2).    tap: during organization phase to play a Half- orc character from your discard pile under EI at Isengard.	3	-	-	-	-	-	-	-	-	tap	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Precisely on Time	METI	meti_preciselyontime.jpg	Resource	Permanent-event	-	Fallen/Lord	-	[SP: 1] Place this card on your avatar if he is in play. Once per turn, you may tap your avatar to play a stage card normally playable only during the organization phase (if the conditions to play it exist). Cannot be duplicated by a given player.	-	ffw, eel, atl, dwl	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1.0	-	0.0	-	1.0
Proven in Battle	METI	meti_proveninbattle.jpg	Resource	Permanent-event	-	Hero	-	[DI: +1; Prowess: +1] Playable on a warrior controlling two or more Valour in Battle. Target character receives +1 prowess and +1 DI. Additionally, he may take control of a non-unique, non-hoard minor or major battle-gear item when you play this card, which may come from your hand, discard pile or sideboard. Tap character if untapped. Cannot be duplicated on a given character.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Refugees	METI	meti_refugees.jpg	Resource	Permanent-event	-	Hero	-	[MP: -1] Playable during the site phase at an untapped  Free-hold [F], Border-Hold [B] or Ruins & Lairs [R]. A character may tap to attempt to influence a hero faction normally playable at a site in the same or an adjacent region. If the influence check is successful, tap the site and place this card with the faction (otherwise discard it). The faction is worth 1 less mp. Cannot be played by a Fallen-wizard player.	-1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Rohir Weregild	METI	meti_rohirweregild.jpg	Resource	Permanent-event	-	Hero	-	Playable on a company, if a character with a home site in Northern Rhovanion, Anduin Vales or Rohan has been eliminated by a strike from an Orc, Troll or Wolf attack this turn. +2 prowess against attacks and strikes of these types for all characters in the company with a home site in these regions. Discard this card during the end-of-turn phase when such an attack was defeated by the company that turn, or if an opponent's character of these types was eliminated in CvCCC. Cannot be duplicated on a given company.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Royal Stables	METI	meti_royalstables.jpg	Resource	Permanent-event	-	Atani-lord	-	"[MP: (2), SP: 2] Unique. Theoden King specific. You may place any of your horse allies controlled by your characters at Edoras ""off to the side"" with this card during the site phase. If there are at least 3 horse allies under this card, it is worth 2 ally mp.      Horse allies placed with this card may be played during the organization phase with your characters at Edoras (one per character; neither character nor the site need to tap). Discard this card and all cards attached if Smoke on the Wind or People Diminished is successfully played at Edoras."	-	Theoden	-	-	-	-	-	-	-	-	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	-	0.0	-	1.0
Say It And Have Done	METI	meti_sayitandhavedone.jpg	Resource	Permanent-event	-	Hero	-	Diplomat only. +3 prowess to all characters in the diplomat's company against a  detainment attack by Elves, Dwarves, Dunedain, Men, Hobbits, or Maia; and +3 prowess against the next detainment attack of the same type against the company this turn.	-	-	Diplomat	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Scatha's Hoard Dispearsed	METI	meti_scathashoarddispearsed.jpg	Resource	Permanent-event	-	Atani-lord	-	[SP: 2] Atani-Lord specific. You may play hoard minor items with your starting company. You must use minion versions for Dwarf-hold sites. Dwarf hazard creatures attack your companies as if a minion company. Discard this card to make hoard items playable this turn at a site in Rohan or Gap of Isen.	-	denethor, imrahil, theoden, vidugavia	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	-	0.0	-	1.0
Scion of Eorl	METI	meti_scionofeorl.jpg	Resource	Permanent-event	-	Atani-lord	-	[SP: 2] Unique. Theoden King specific. Your unique horse allies in active play and not at a Lordhaven [H] are each worth 2 mp. Your defeated Dragon and Drake creatures are worth full mp. Additionally, Horse-lords may be played keyed to Anduin Vales, Brown Lands, Dunland and Enedwaith.     tap: take one Horse-lords from your discard pile to your hand. 	-	Theoden	-	-	-	-	-	-	-	tap	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	-	0.0	-	1.0
Seats of Seeing and Hearing	METI	meti_seatsofseeingandhearing.jpg	Resource	Permanent-event	-	Dual	-	Playable if you have a company at Amon Hen or Amon Lhaw. Search your sideboard, discard pile or play deck (reshuffle) for a copy of this card and bring it in play for your opponent. You may rotate this card 90deg (or place a token) and look at a number of cards from the top of opponent's play deck equal to the times rotated. To do so, a hero player must tap a character at Amon Hen, a minion player must tap a character at Amon Lhaw. Return the cards to the top of opponent's deck in any order you choose; character makes a CP. When rotating, opponent's copy of this card is rotated 90deg backwards (or remove a token). Cannot be duplicated by a given player.	-	-	-	-	-	-	-	-	-	tap invert rotate	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Sharku	METI	meti_sharku.jpg	Resource	Permanent-event	-	Minion	-	[MP: 0] Unique. Manifestation of Saruman. Playable on a company, if you are Sauron, a Ringwraith, or a Fallen-wizard with 12 SP or more. You may play sorcery events, Test of Fire and Wizard's Test  with the company (ignore any CP or sage requirement). Each character in the company may tap to use a Palantir he bears.       If a company with Sharku is at Bag End, The Shire becomes a Borderland [b], all versions of sites in The Shire become a Border-hold [B], and you may bring Half-orc characters into play there. During your end-of-turn phase, you must discard a non-avatar character from the company. Discard this card if a non-hazard manifestation of Saruman comes into play.	-	-	Sauron Ringwraith Wizard	-	-	-	-	-	-	-	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Skilled Was Their Knighthood	METI	meti_skilledwastheirknighthood.jpg	Resource	Permanent-event	Command	Atani-lord	-	[SP: 1, DI: -2] Atani-lord only. Command. Playable on a leader. Return any other command cards on target leader to your hand. -2 to target leader's DI (to a minimum of 0). He may tap to assign all strikes of an attack against his company, regardless of any character's status or the attack's abilities. Up to 2 strikes may be assigned per character (in separate strike sequences; resolve these strikes immediately following one another).	-	denethor, imrahil, theoden, vidugavia	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1.0	-	0.0	-	1.0
Snowmane	METI	meti_snowmane.jpg	Resource	Ally	Horse	Atani-lord	-	[MP: 1; SP: 1; Mind: 2; P/B: 2/8] Unique. Horse. Theoden King specific. Playable only by Theoden King at a tapped or untapped non-Haven site in Rohan or Gap of Isen.  +1 prowess to all horse allies in the company if Doors of Night is in play. Any effect of More Sense than You played on Snowmane applies also to Theoden and does not require 	1	Theoden King	-	2.0	-	-	-	-	-	-	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	1.0	-	0.0	-	1.0
