Name	Set	Imagefile	Primary	Secondary	Race	Alignment	Rarity	MPs	Specific	Skill	Mind	Direct	General	Prowess	Body	Corruption	Home	Unique	RegionType/Path	SiteType	Playable	GoldRing	GreaterItem	MajorItem	MinorItem	Information	Palantiri	Scroll	Hoard	Gear	Haven	Stage	Strikes	erratum	ice_errata	dreamcard	Text
Orc-archers	MEDF	medf_orcarchers.jpg	Hazard	Short-event	-	Neutral	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0	Playable on an Orc attack with at least four strikes, before strikes are assigned. Each character in the attacked company immediately faces a strike with 6 prowess; he receives +1 prowess against this strike for each armor, helmet, and/or shield he bears. Afterwards, the Orc attack resolves normally.
Orc-tortured	MEDF	medf_orctortured.jpg	Hazard	Permanent-event	-	Neutral	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0	Playable on a character facing a strike from an Orc creature attack. If the strike is successful, the character is not harmed and is taken prisoner at a Dark-hold [D], Shadow-hold [S], or Ruins & Lairs [R]. At the start of his untap phases, make a body check for the character modified by -1. Rescue-attacks (2): Orcs --  2 strikes with 7 prowess, Orcs --  1 strike with 10 prowess.
Orcish Marauders	MEDF	medf_orcishmarauders.jpg	Hazard	Creature	Orcs	Neutral	-	1	-	-	-	-	-	7.0	-	-	-	-	-	Ruins & Lairs	-	-	-	-	-	-	-	-	-	-	-	-	2.0	0.0	-	1.0	Orcs. Two strikes. If all strikes against a moving company are successful, the company's new site is tapped.
Out of Practice	MEDF	medf_outofpractice.jpg	Hazard	Permanent-event	-	Neutral	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0	Playable on a non-Hobbit character with two or more skills. Target character must attempt to move to a new site each turn, or else tap at the end of his organization phase (if untapped). Once per turn during his organization phase, another character in the company may tap to attempt to remove this card. Make a roll: if the result is greater than 6, discard this card. Cannot be duplicated on a character.
Pit Trap	MEDF	medf_pittrap.jpg	Hazard	Short-event	Trap	Neutral	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0	Playable on-guard at an ancient Dwarf-ruin or site with a Dwarf, Orc, or Trap automatic-attack. Reveal after the company faced all automatic-attacks. Make a roll, adding 1 for each scout and each ranger in the company; if the result is less than 13, the company faces an attack: Trap -- 1 strike with 12 prowess, which must be assigned to the character with a random number closest to the roll's result (defender's choice if tied). The defending character receives +1 prowess for each armor, helmet, or shield he bears. Any resulting body check is modified by +1.
Ta-Fa-Lisch	MEDF	medf_tafalisch.jpg	Hazard	Creature	Undead	Neutral	-	1	-	-	-	-	-	8.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	3.0	0.0	-	1.0	Undead. Three strikes. May be played at any ancient Dwarf-ruin or site containing a hoard. Unless the attack is cancelled or defeated, place Ta-Fa-Lisch with the site; after an item is played at the site, place this card with the item. The bearer of target item faces an attack alone from this creature at the start of his movement/hazard phases, until it is defeated, or until the item leaves play or is stored (remove this card from the game). 
Terror From the Deeps	MEDF	medf_terrorfromthedeeps.jpg	Hazard	Permanent-event	-	Neutral	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0	Any Animal or Drake hazard creature normally playable keyed to Coastal Seas [c] may be played keyed to non-Desert regions adjacent to a Coastal Sea region (but not adjacent to Mouths of the Anduin or Sea of Rhun). Discard when such a creature played keyed to such a region is defeated, or when any play deck is exhausted. Cannot be duplicated.
The Back Door	MEDF	medf_thebackdoor.jpg	Hazard	Long-event	-	Neutral	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0	Non-unique Orc hazard creatures may be played keyed to any mountain region or region containing an Orc-hold; and also at sites in such regions. If Doors of Night or Shadow of Mordor is in play, they may also be played at any Under-deeps surface site.
Threat of Many Feet	MEDF	medf_threatofmanyfeet.jpg	Hazard	Long-event	-	Neutral	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0	Does not count against the hazard limit. Against moving companies hazard creatures may be played keyed to their site of origin (or the last site moved to this turn). Cannot be duplicated.
Wyrmsiege	MEDF	medf_wyrmsiege.jpg	Hazard	Permanent-event	-	Neutral	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0	Playable on a Border-hold [B] or Free-hold [F] (not in a Free-domain [f]). Place a non-unique Drake creature from your hand with this card; it must be able to attack in any regions of the site's site path, or in the site's region. Companies at any version of the site face an attack by the attached creature at the beginning of their site phase. At the end of the organization phase, a company at this site makes a roll, subtracting one for every non-warrior character it contains: if the result is less than 5, they may not move that turn. Discard when the attached creature is defeated. Cannot be duplicated on a site.
Eorstan	MEDF	medf_eorstan.jpg	Region	region	-	Neutral	-	-	-	-	-	-	-	-	-	-	-	unique	Wilderness	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0	Mountain Region. Dorwinion, Horse Plains, Sea of Rhun, Southern Rhovanion
A Good Bit Laid By	MEDF	medf_agoodbitlaidby.jpg	Resource	Permanent-event	-	Dwarf-lord	-	2	Thorin	-	-	-	3.0	-	-	-	-	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	-	0.0	-	1.0	Unique. Thorin specific. Playable on your Lordhaven [H] if you have stored at least two ore and/or treasure resources there. +3 to your GI. Your characters may play and make influence attempts here against any faction, as if at the site where the faction is normally playable: discard stored ore and/or treasure resources with a combined normal MP equal to the number of contiguous regions from the haven to the site where the faction is playable, minus 1 (resources worth 0 MP count as 1). After a successful influence  attempt, a character in the company may tap to play a food item, which may be taken from your discard pile or sideboard.
A More or Less Decent Giant	MEDF	medf_amoreorlessdecentgiant.jpg	Resource	Ally	Giant	Hero	-	1	-	Warrior	2.0	-	-	5.0	8.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0	Giant. Playable at any tapped or untapped non-Haven, non-Dark-hold site in a mountain region or in High Pass, with a company containing a diplomat. For the purpose of resolving non-combat attacks his base prowess is considered to be 10. Only one A More or Less Decent Giant may be in a given company.
A New Domain	MEDF	medf_anewdomain.jpg	Resource	Permanent-event	-	Balrog	-	1	Balrog	Balrog	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	3.0	-	0.0	-	1.0	Balrog specific. Playable on a site where you have played Lord and Usurper. The site becomes one of your Darkhavens [K]. Additionally, Growing Shadow may be played on the site's region (or an adjacent region), regardless of any other requirements; if played on such a region, it is not discarded until this card is discarded. Cannot be duplicated on a site.
Amon Lanc	MEDF	medf_amonlanc.jpg	Resource	Permanent-event	-	Dwarf-lord	-	-	Dwarf-lord	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	3.0	-	0.0	-	1.0	Dwarf-lord only. Playable during the site phase on Dol Guldur. Attacks against companies at minion Dol Guldur are not cancelled as per the site card. Tap a Dwarf or sage at the site to search your play deck or discard pile and take Thrain (II) or Pass the Doors of Dol Guldur into your hand. If Return to Old Dwellings is played on the site, all versions of Dol Guldur become a Border-hold [B] and a Dwarf-hold. A minion character may tap to discard this card after CvCC at the site that turn.
An Evil Fortune	MEDF	medf_anevilfortune.jpg	Resource	Permanent-event	-	Balrog	-	-	Balrog	Balrog	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	-	0.0	-	1.0	Balrog specific. You may play Breach the Hold on any Under-deeps site with an adjacent site that is a Dwarf-hold (as if The Rusted-deeps). You may play Invade Their Domain on any Dwarf-hold (as if Iron Hill Dwarf-hold), if its adjacent Under-deeps site has Breach the Hold. Cannot be duplicated by a player.
At Your Service!	MEDF	medf_atyourservice.jpg	Resource	Short-event	-	Hero	-	-	-	Dwarf	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0	Dwarf only. One influence check by a Dwarf is modified by adding half his mind value (round up). Negative modifications for his race are cancelled. Afterwards, if the check is successful, you may remove one hazard permanent-event from the influencing character. Cannot be duplicated for an influence attempt.
Attercop! Attercop!	MEDF	medf_attercopattercop.jpg	Resource	Short-event	Song	Hero	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0	Song. Playable on a Hobbit facing a strike from an Animal, Spider, Wolf, or Awakened Plant attack. The Hobbit receives +5 prowess against the strike. If untapped after the strike, he may immediately tap to face a strike assigned to another character in his company; any resulting body check after this strike is modified by +1.
Balin, Dwarf of All Trades	MEDF	medf_balindwarfofalltrades.jpg	Resource	Permanent-event	-	Dwarf-lord	-	-	Balin	-	-	-	-	-	-	1.0	tap	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	-	0.0	-	1.0	Balin specific. Place this card on Balin if he is in play. TAP: during your end-of-turn phase to search your play deck for a resource that requires one of Balin's skills to play, and take it into your hand. TAP: during your organization phase to look at three random cards from your opponent's hand. If any of these is a hazard creature playable at/in Balin's site or region, opponent places it on the bottom of his play deck.
Battle-axe of the Fallen	MEDF	medf_battleaxeofthefallen.jpg	Resource	Special Item	Weapon Axe	Hero	-	4	-	Dwarf Warrior	-	1.0	-	3.0	-	3.0	-	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0	Unique. Playable at Ruins of Belegost or Ruins of Nogrod if the company discards (for no effect) a Lost Knowledge card it controls. Weapon. Axe. +1 DI. Warrior only: +3 prowess to a maximum of 9 (if borne by a Dwarf, +5 prowess against Spawn, Dragons, and Drakes to a maximum of 11). Dwarf leader or Firebeard only: modifications to prowess and body from The Dwarves Are upon You! are doubled for all Firebeard Dwarves in the company.
Bears of the Carrock	MEDF	medf_bearsofthecarrock.jpg	Resource	Faction	Animal	Hero	-	1(*)	-	-	-	-	-	-	-	-	tap invert rotate	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0	Unique. Playable at Beorn's House or The Carrock, if the influence check is greater than 9. Standard Modifications: Beornings (+2), character with Beorn's House or Woodmen-town as a home site (+3). Beorning Skin-changers cannot be played as event against your companies. When you play Beorning Skin-changers as a creature, rotate this card 90deg. This faction gives +1 MP for each time rotated (to a maximum of 4 MP).
Behind Doors of Stone	MEDF	medf_behinddoorsofstone.jpg	Resource	Permanent-event	-	Fallen/Lord	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	-	0.0	-	1.0	Playable on a Dwarf-hold if you discard (for no effect) a technology item stored at (or placed with) the site. Factions you have in play at this site are never worth more than 1 MP. Opponent's companies may not enter any version of the site and agents may not move here. The roll required to move between any version of the site and its adjacent Under-deeps sites is 13. Discard if Breach the Hold is played on any of its adjacent sites. Opponent may tap 3 of his characters (or an avatar) at the site to discard this card. Cannot be duplicated on a given site.
Bilbo's Magic Ring	MEDF	medf_bilbosmagicring.jpg	Resource	Special Item	Ring	Hero	-	3	-	-	-	3.0	-	3.0	3.0	3.0	-	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0	"Unique. Ring. Manifestation of The One Ring. Playable at The Under-grottos if Gollum is not in play. May also be played after a failed attack from My Precious (instead of playing Gollum), if you tap a warrior, a scout, and a ranger in the company. +3 prowess, +3 body (to a maximum of 10), and +3 DI. +1 corruption point to all characters in bearer's company or at his site. Discard when placed ""off to the side"". You cannot play a resource that would allow you to win the game, except Gollum's Fate. May be tested as if a gold ring; discard when tested and make a roll to see which ring may be played: any unique ring (9+); any non-unique ring (any result)."
Born under the Mountains	MEDF	medf_bornunderthemountains.jpg	Resource	Permanent-event	-	Dwarf-lord	-	-	Dwarf-lord	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	-	0.0	-	1.0	Dwarf-lord only. Your Under-deeps movement rolls for companies moving to a site where a minion company is present are automatically successful. Each of your cards located at an Under-deeps site counts for the purpose of calling your Day of Reckoning. Cannot be duplicated by a player. You may discard this card at any time to cancel a Rock Fall attack against one of your companies or give all your Dwarves at an Under-deeps site +2 prowess in this turn. 
Carc	MEDF	medf_carc.jpg	Resource	Ally	Animal	Hero	-	1	-	Diplomat Flying	2.0	-	-	-2.0	7.0	-	tap	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0	Unique. Animal. Flying. Playable at any tapped or untapped non-Haven site in Northern Rhovanion. A Longbeard Dwarf may tap and play Carc from the discard pile. Place Carc in your sideboard to make Information playable at his site in Northern Rhovanion, Southern Rhovanion, Iron Hills, or Dorwinion this turn. TAP: cancel a strike (not from an automatic-attack) against himself. 
Children of Aule	MEDF	medf_childrenofaule.jpg	Resource	Long-event	-	Dual	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0	 +1 body to all Dwarves in play. Additionally, all Under-deeps movement rolls are modified by adding the number of Dwarves of different descent (one for each type) in the moving company. Cannot be duplicated.
Clad for War	MEDF	medf_cladforwar.jpg	Resource	Permanent-event	-	Fallen/Lord	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	-	0.0	-	1.0	If you have at least three of the four types of battle-gear resources (armor, helmet, shield, or weapon) in play, your battle-gear resources are each worth full MP. Cannot be duplicated by a given player.
Clad in Chain-shirts	MEDF	medf_cladinchainshirts.jpg	Resource	Permanent-event	Command	Dual	-	-	-	Dwarf Leader	-	-2.0	-	2.0	1.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0	Command. Playable on a Dwarf leader during the organization phase. Return all other command cards on target leader to your hand when this card is played. -2 to leader's DI (to a minimum of 0). All Dwarves in his company receive +1 body, and +2 prowess against non-combat attacks (Trap, Rock Fall, etc.). You may return this card to your hand during any organization phase. Cannot be duplicated in a company.
Clan Bonds	MEDF	medf_clanbonds.jpg	Resource	Permanent-event	-	Hero	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0	Dwarf characters (even agents) may be brought into play at any Dwarf-hold where one of your companies is present. Additionally, Balrog of Moria is considered an at home Dragon manifestation for the purpose of Legendary Hoard.
Crimson Hood	MEDF	medf_crimsonhood.jpg	Resource	Permanent-event	Helmet	Fallen/Lord	-	-	-	Dwarf	-	-2.0	-	-	1.0	1.0	-	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	1.0	-	0.0	-	1.0	Unique. Helmet. Place this card on Balin if he is in play. +1 body to a maximum of 10. +2 DI against Dwarves. Balin may use Pipe as though he were Gandalf.
Crystals of Bilak-khald	MEDF	medf_crystalsofbilakkhald.jpg	Resource	Permanent-event	Ore	Dual	-	1	-	-	-	-	-	-	-	1.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0	Ore. Playable during the site phase at Mines of Falek-dim or The Sulfur-deeps on a Dwarf or on an Orc bearing Miner's Pick. Tap the character. While on the character, make a roll during the untap phase; if the result is less than 5, he must make a body check modified by +2. If target character is at a Haven [H/DH] or Dwarf-hold, he or a sage in the company may tap to place this card with a Dwarven Light-stone, Goblin Earth-plumb or Noldo-lantern in the company. If placed with an item, any bonus the item gives is doubled.
Dawn Take You All!	MEDF	medf_dawntakeyouall.jpg	Resource	Short-event	Ritual	Hero	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0	Ritual. Playable after strikes are assigned in CvCC (but before resolving strikes) on a sage in a company at a non-Under-deeps, non-surface site, if Gates of Morning is in play. Tap the sage. All unwounded Trolls at the site are immediately wounded (no body checks are required); if they are Half-troll or Olog-hai, they are tapped instead and receive -2 prowess this turn. Sage makes a CC modified by -2.
Deep Mountain Fortress	MEDF	medf_deepmountainfortress.jpg	Resource	Permanent-event	-	Dwarf-lord	-	2	Dwarf-lord	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	-	0.0	-	1.0	Dwarf-lord only. Playable during the site phase on an Under-deeps Ruins & Lairs [R] with a surface site that is not a Shadow-hold [S] or Dark-hold [D]. The company faces an attack: Drake -- 2 strikes with 13 prowess (cannot be cancelled). Following the attack, tap your Dwarf-lord at the site or discard this card. The site becomes one of your protected Lordhavens [H] and a Dwarf-hold and loses all automatic-attacks; it does not leave active play. Nothing is considered playable here as written on the site card. Discard if Invade Their Domain is played on any version of the site.
Desperate Strike	MEDF	medf_desperatestrike.jpg	Resource	Short-event	-	Dual	-	-	-	Warrior	-	-	-	4.0	-1.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0	Warrior only. +4 prowess and -1 body against a strike; -2 to the strike's body. Cannot be played on a wounded character. After the attack, wound the character if not wounded (no body check is required). 
Dry Tunnels	MEDF	medf_drytunnels.jpg	Resource	Short-event	-	Dual	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0	Playable at the end of the organization phase on a moving company. If the company uses Under-deeps movement this turn, River cannot be played on the company's new site. Additionally, when The Way Is Shut affects the company, make a roll: if the result is greater than 7, its effects are cancelled. The Reach of Ulmo cancels any ongoing effect of this card.
Durang	MEDF	medf_durang.jpg	Resource	Special Item	Ore	Dual	-	-	-	-	-	-	-	-	-	1.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0	Ore. Playable at any tapped or untapped Under-deeps site by a Dwarven Miner or Goblin-miner (or any character bearing a Miner's Pick). Discard at a Dwarf-hold to make Reforging playable, or at an Orc-hold to make Dark Forges playable, as if Information were playable there this turn.
Durin's Crown	MEDF	medf_durinscrown.jpg	Resource	Special Item	Helmet Treasure	Hero	-	2(4)	-	Dwarf	-	-3.0	-	-	1.0	23.0	-	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0	"Unique. Helmet . Treasure. Playable at a Dragon's lair where an at home Dragon manifestation is in play (or has been defeated), or at Moria if Balrog of Moria is in play (or has been defeated). +1 body. +3 DI against Dwarves. Unless he is a Dwarf, bearer faces an attack during the organization phase by a Dwarf at his site (opponent's choice; considered CvCC between one-character companies). Place a stored Reforging with this item to ""restore"" it. If restored, values in parentheses apply. TAP: during the organization phase at a Free-hold [F], Border-hold [B], or Ruins & Lairs [R] to bring a Dwarf into play under bearer's DI, which may be taken from your discard pile or hand."
Durin's Day	MEDF	medf_durinsday.jpg	Resource	Permanent-event	-	Dwarf-lord	-	-	Dwarf-lord	-	-	-	-	-	-	1.0	tap	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	1.0	-	0.0	-	1.0	Unique. Dwarf-lord only. Playable on a Dwarf character if he is the highest mind Dwarf in play. Return this card to your hand if a Dwarf with a higher mind is in play. TAP: during your end-of-turn phase to take An Unexpected Party, Dragon-lore, or Dwarven Hoard from your discard pile to your hand.
Dwarf-chopper	MEDF	medf_dwarfchopper.jpg	Resource	Special Item	Weapon Axe	Minion	-	2	-	Warrior	-	-2.0	-	2.0	-	3.0	-	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0	Unique. Weapon. Axe. Playable at Deep-cleft or any non-Darkhaven Under-deeps site. Warrior only: +2 prowess to a maximum of 9 (+4 against Dwarves to a maximum of 10). Leader only: +2 DI against Orcs. Orc with a mind of 7 or more: TAP: during  strike assignment to allow bearer to face all strikes from a Dwarf attack (in a single strike sequence).
Dwarf-friend	MEDF	medf_dwarffriend.jpg	Resource	Permanent-event	-	Dual	-	-	-	-	-	-2.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0	Playable on a character at a Dwarf-hold (not a Dwarf, Wizard, Ringwraith, or overt character). The character receives +2 DI against Dwarves. He suffers no negative modifications due to his race when attempting to influence Dwarf factions. He is also considered a Dwarf for the purpose of non-environment, non-item cards and effects. Cannot be duplicated on a given character.
Dwarven Alchemist	MEDF	medf_dwarvenalchemist.jpg	Resource	Permanent-event	-	Fallen/Lord	-	-	-	-	-	-	-	-	-	-	tap	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	-	0.0	-	1.0	Playable on a Dwarf sage or a Dwarf with a mind of six or more at a Dwarf-hold. Target character gains the sage skill. Cannot be duplicated by a given player. TAP: and tap target Dwarf during the organization phase at an untapped Dwarf-hold to play one technology special item with a character at the site. Recipient need not tap to receive this item, which may be taken from your discard pile or hand. Tap the site. 
Dwarven Armoury	MEDF	medf_dwarvenarmoury.jpg	Resource	Permanent-event	-	Hero	-	-	-	Dwarf	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0	Playable if you have two or more Dwarves in play. Place up to three of the following items under this card from your hand, sideboard, or discard pile when you play this card: Dwarven Chain-shirt, Miner's Pick, or Shield of Iron-bound Ash. Discard this card to place the attached items with characters in your company at a Dwarf-hold (one item per character; discard any unplaced items); you need not tap the characters nor the site. 
Dwarven Art of War	MEDF	medf_dwarvenartofwar.jpg	Resource	Permanent-event	Command	Dual	-	-	-	Leader	-	-2.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0	Command. Playable on a Dwarf leader during the organization phase. -2 to leader's (to a minimum of 0). +1 to all CC by Dwarves in his company bearing a battle-gear item (+2 if a hoard item). You may return this card to your hand during any organization phase. Cannot be duplicated in a company.
Dwarven Axe	MEDF	medf_dwarvenaxe.jpg	Resource	Major Item	Weapon	Dual	-	2	-	Dwarf Warrior	-	-	-	23.0	-	23.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0	Weapon. Warrior only: +2 prowess (to a maximum of 7; +3 prowess if bearer is a Dwarf, to a maximum of 8). If bearer is a minion or overt character, this item gives 3 corruption points.
Dwarven Chain-shirt	MEDF	medf_dwarvenchainshirt.jpg	Resource	Special Item	Armor	Dual	-	-	-	-	-	-	-	-	1.0	0.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0	Armor. Playable at any tapped or untapped site where you have succesfully influenced a Dwarf faction or brought into play a Dwarf character this turn. May also be played during the organization phase (tap the site if untapped). +1 body to a maximum of 8.
Dwarven Cunning	MEDF	medf_dwarvencunning.jpg	Resource	Permanent-event/Short-event	-	Dual	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0	As a permanent-event, playable on a site if opponent is not of the same alignment. Tap a Dwarf at the site. The company faces all of the site's automatic-attacks. An additional automatic-attack is created at any other version of the site: Trap -- 3 strikes with 9 prowess. The site does not leave play until this card is discarded. Discard after the associated attack has been faced. Alternatively, playable as a short-event on a Dwarf. Tap the Dwarf to cancel a Trap attack against his company or to discard Concealed Entrance at his site.
Dwarven Fire	MEDF	medf_dwarvenfire.jpg	Resource	Special Item	Technology	Hero	-	-	-	-	-	-	-	-	-	1.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0	Technology. Playable by a Dwarf sage at a tapped or untapped Dwarf-hold. If this item is stored, you may discard it at any time and name a Dwarf-hold you have in play: an additional automatic-attack is created at any version of the site that turn: Lava Flow -- 3 strikes with 9 prowess. Resulting body checks for characters that do not bear any armor, helmet, or shield are modified by +1. Only one Dwarven Fire may be so discarded on a given turn.
Dwarven Galleries	MEDF	medf_dwarvengalleries.jpg	Resource	Permanent-event	-	Dwarf-lord	-	-	Dwarf-lord	-	-	-	-	-	-	-	tap	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	-	0.0	-	1.0	Dwarf-lord only. Playable if you have 5 SP or more. Each of your stored To the Uttermost Foundations is worth 2 MP. Cannot be duplicated by a given player. TAP: during your end-of-turn phase to take one Dry Tunnels, Gnawed Ways, Into Dark Tunnels, New Tunnels, or Secret Ways from your discard pile or play deck to your hand. 
Dwarven Heirlooms	MEDF	medf_dwarvenheirlooms.jpg	Resource	Permanent-event	-	Dwarf-lord	-	-	Dwarf-lord	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1.0	-	0.0	-	1.0	Dwarf-lord only. You may play a hoard minor item with a company at a Dwarf-hold after the successful play of a resource that taps the site (instead of a 'free' minor item). If this is a starting stage card, your starting minor items may be non-unique hoard minor items.
Folk of Durin	MEDF	medf_folkofdurin.jpg	Resource	Faction	Dwarf	Dwarf-lord	-	4	Dwarf-lord	-	-	-	-	-	-	-	-	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	-	0.0	-	1.0	Unique. Dwarf-lord only. Playable at a tapped or untapped Moria if Reconquest of Khazad-dum is in play (or at Mount Gundabad if Return to Old Dwellings is played on the site), and if the influence check is greater than 14. Standard Modifications: Longbeard Dwarf (+2), Lord of Dwarrowdelf Dwarf (+5).
Fortress Reclaimed	MEDF	medf_fortressreclaimed.jpg	Resource	Permanent-event	-	Dual	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0	Playable on a site with Hold Rebuilt and Repaired or Rebuild the Town. Overrides any conflicting hazards and resources. Cannot be duplicated on a site. You may play at the site a faction (not a Dragon or Animal faction) normally playable at a site in the same or adjacent region as target site; the influence attempt is modified by -2. If you have a faction at the site, an additional automatic-attack is created at other versions of the site: same type as the faction -- 3 strikes with 8 prowess (detainment if the company is of the same alignment). Discard during the end-of-turn phase if the site is a Ruins & Lairs [R].
Foundations of the Hoard	MEDF	medf_foundationsofthehoard.jpg	Resource	Permanent-event	-	Dwarf-lord	-	-	Thrain	-	-	-	-	-	-	-	-	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	3.0	-	0.0	-	1.0	Thrain specific. Playable on Thrain. You suffer no reduction in item MP at the end of the game if these are more than half of your MP total. You may tap a Dwarven Ring Thrain bears to satisfy the hoard requirement for any items played with his company that turn; Thrain makes a CC.
Friendship of Old Renewed	MEDF	medf_friendshipofoldrenewed.jpg	Resource	Permanent-event	-	Dwarf-lord	-	(*)	Dain	-	-	-	-	-	-	-	-	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	-	0.0	-	1.0	Unique. Dain specific. Playable on Dain during the site phase at Thranduil's Halls. Dain makes a CC modified by -3. Afterwards, tap Dain and make a roll (considered an influence attempt against an Elf; modified by +3 if you have the Wood-elves faction in play), or take this card to hand. If the result is less than 14, discard this card. Otherwise, this card gives 1 item MP for each of your unique factions in play at sites in Wilderland or its adjacent regions (to a maximum of 4).
Fungi	MEDF	medf_fungi.jpg	Resource	Special Item	Food	Dual	-	-	-	-	-	-	-	-	-	1.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0	Food item. Playable by an Orc or Dwarf at any tapped or untapped non-Dark-hold Under-deeps site. If the company moves with Under-deeps movement, discard Fungi at the end of the movement/hazard phase to immediately take another movement/hazard phase; you may untap one character in the company.
