Name	Set	Imagefile	Primary	Secondary	Race	Alignment	Rarity	Text	MPs	Specific	Skill	Mind	Direct	General	Prowess	Body	Corruption	Home	Unique	RegionType/Path	SiteType	Playable	GoldRing	GreaterItem	MajorItem	MinorItem	Information	Palantiri	Scroll	Hoard	Gear	Haven	Stage	Strikes	erratum	ice_errata	dreamcard
Trained Falcon	MECP	mecp_trainedfalcon.jpg	Resource	Ally	Animal	Dual	-	[MP: 1; Mind; 1, P/B: 1/7] Playable at any tapped Border-hold [B] in the Great Central Plains. Discard if controlled by an overt character. Cannot be duplicated in a given company. Discard and name a hazard creature in opponent's discard pile which has been revealed to you through a mechanism of the game: the creature attacks the company.     tap: cancel any effect that causes a hazard creature to choose defending characters in the company.     tap: cancel a strike (not from an automatic-attack) against itself.	1	-	Scout Flying	-	-	-	-	-	-	tap	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Variag Priestess	MECP	mecp_variagpriestess.jpg	Resource	Permanent-event	-	Minion	-	[MP: (1); CP: (+2); Prowess: +1] Playable on a female character with a home site in Khand or its adjacent regions. +1 prowess. Target character may take trophies; if she controls a trophy, this card is worth 1 mp, she may use sorcery and receives +2 to any CP from sorcery cards. Cannot be duplicated on a given character. 	(1)	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Words Reach Far	MECP	mecp_wordsreachfar.jpg	Resource	Permanent-event	-	Fallen/Lord	-	[SP: 2] Playable if you are Elessar, Pallando or Saruman on a unique faction you have in active play. Any influence attempt you make against a faction of the same type is modified by +2. Cannot be duplicated for a given type of factions.	-	elessar, saruman-fw, pallando-fw	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	-	0.0	-	1.0
Adan Tomb	MECP	mecp_adantomb.jpg	Site	-	-	Hero	-	(1)Traps--- 2 strike with 10 prowessSpecial: Hoard battle-gear items may be played at this site.	-	-	-	-	-	-	-	-	-	-	-	Wilderness	Ruins & Lairs	Items(minor, major)	-	-	yes	yes	-	-	-	yes	yes	Rhubar	-	-	0.0	-	1.0
Adan Tomb	MECP	mecp_adantomb2.jpg	Site	-	-	Minion	-	(1)Traps--- 2 strike with 10 prowessSpecial: Hoard battle-gear items may be played at this site.	-	-	-	-	-	-	-	-	0.0	-	-	Wilderness	Ruins & Lairs	Items(minor, major)	-	-	yes	yes	-	-	-	yes	yes	Chey Goumal	-	-	0.0	-	1.0
Alkyad	MECP	mecp_alkyad.jpg	Site	-	-	Hero	-	(1)Men--- 3 strikes with 6 prowess (detainment)0	-	-	-	-	-	-	-	-	-	-	-	Wilderness	Border-hold	faction-Hillmen of Heb Aaraan; Items(minor)	-	-	-	yes	-	-	-	-	-	Elanthia	-	-	0.0	-	1.0
Alkyad	MECP	mecp_alkyad2.jpg	Site	-	-	Minion	-	(1)Men---3 strikes with 6 prowess (detainment)	-	-	-	-	-	-	-	-	0.0	-	-	Wilderness	Border-hold	Items(minor)	-	-	-	yes	-	-	-	-	-	Chey Goumal	-	-	0.0	-	1.0
Arentaurr	MECP	mecp_arentaurr.jpg	Site	-	-	Hero	-	(1)Elves--- each character faces a strike with 8 prowess (detainment, cancelled if company contains only Elves.)Special: Heb Aaraan, Siakan. Taarum Elves faction may be played at this site; any influence check against this faction at this site is modified by +2.	-	-	-	-	-	-	-	-	-	-	-	Wilderness	Free-hold	*	-	-	-	-	-	-	-	-	-	Elanthia	-	-	0.0	-	1.0
Arentaurr	MECP	mecp_arentaurr2.jpg	Site	-	-	Minion	-	(1)Elves---each character faces 1 strike with 8 prowess (detainment if the company contains only elves)Special: Heb Aaraan, Siakan. 	-	-	-	-	-	-	-	-	0.0	-	-	Wilderness	Free-hold	Information, Items(minor, major)	-	-	yes	yes	yes	-	-	-	-	Chey Goumal	-	-	0.0	-	1.0
Azagarbhun	MECP	mecp_azagarbhun.jpg	Site	-	-	Hero	-	Nearest Haven:  Elanthia  Automatic-attacks:  Dwarves - 3 strikes with 8 prowess (detainment; cancelled if the company contains a Dwarf)  Special:  Hidden site.  Unless the company contains an Ironfist Dwarf, tap a sage or Dwarf to reveal this site.  A character at this site may at any time store a ring or treasure item he bears to make the Ironfists faction playable that turn.	-	-	-	-	-	-	-	-	-	-	unique	Wilderness	Free-hold	faction-Ironfists; Items (minor)	-	-	-	yes	-	-	-	-	yes	Elanthia	-	-	0.0	-	1.0
Azagarbhun	MECP	mecp_azagarbhun2.jpg	Site	-	-	Minion	-	Nearest Darkhaven:  Chey Goumal  Automatic-attacks:  Dwarves - 3 strikes with 9 prowess  Special:  Hidden site.  Unless the company contains an Ironfist Dwarf, tap a sage or a Dwarf to reveal this site.	-	-	-	-	-	-	-	-	0.0	-	unique	Wilderness	Free-hold	Items (minor, major, gold ring)	yes	-	yes	yes	-	-	-	-	-	Chey Goumal	-	-	0.0	-	1.0
Balchoth Camp	MECP	mecp_balchothcamp.jpg	Site	-	-	Hero	-	(1)Men---4 strikes with 8 prowess Special: War Preparations may be played at this site (as if at a Shadow-hold [S] in Mordor	-	-	-	-	-	-	-	-	-	-	unique	Wilderness	Shadow-hold	Items(minor, major*); *battle-gear only	-	-	yes	yes	-	-	-	-	yes	Rhubar	-	-	0.0	-	1.0
Balchoth Camp	MECP	mecp_balchothcamp2.jpg	Site	-	-	Minion	-	(1)Men---each character faces 1 strike with 7 prowess (detainment against covert)Special: Balchoth faction is playable at this site, while in play keep this site with the faction. Tap give +2 prowess to Balchoth in a faction battle.	-	-	-	-	-	-	-	-	0.0	-	-	Wilderness	Shadow-hold	faction-Balchoth; Items (minor)	-	-	-	yes	-	-	-	-	-	Chey Goumal	-	-	0.0	-	1.0
Chey Goumal	MECP	mecp_cheygoumal.jpg	Site	-	-	Hero	-	(1)Men---5 strikes with 8 prowess; (2)Demon---2 strikes with 12 prowess0	-	-	-	-	-	-	-	-	-	-	-	Dark-domain	Dark-hold	Items(minor, major, greater)	-	yes	yes	yes	-	-	-	-	-	Elanthia	-	-	0.0	-	1.0
Chey Goumal	MECP	mecp_cheygoumal2.jpg	Site	-	-	Minion	-	Site path from Minas Morgul: S-D-D-S-DSite path from Bozisha-Dar:  S-T-TT-W-W-DSpecial: Any gold ring stored at this site is automatically tested (modify the roll by -2). If one of your companies is at this site, all attacks against it are cancelled.	-	-	-	-	-	-	-	-	0.0	-	-	Dark-domain	Darkhaven	heal	-	-	-	-	-	-	-	-	-	Chey Goumal	-	-	0.0	-	1.0
Dale of Long Silence	MECP	mecp_daleoflongsilence.jpg	Site	-	-	Hero	-	(1)Undead---2 strikes with 9 prowessSpecial: Contains a hoard. Ghosts and Ghouls may be played keyed to this site.	-	-	-	-	-	-	-	-	-	-	-	Border-land	Ruins & Lairs	Items(minor, gold ring)	yes	-	-	yes	-	-	-	yes	-	Elanthia	-	-	0.0	-	1.0
Dale of Long Silence	MECP	mecp_daleoflongsilence2.jpg	Site	-	-	Minion	-	(1)Undead---2 strikes with 9 prowessSpecial: Contains a hoard. Ghosts and Ghouls may be played keyed to this site.	-	-	-	-	-	-	-	-	0.0	-	-	Border-land	Ruins & Lairs	Items(minor, gold ring)	yes	-	-	yes	-	-	-	yes	-	Chey Goumal	-	-	0.0	-	1.0
Elanthia	MECP	mecp_elanthia.jpg	Site	-	-	Hero	-	*Site Path from Rhubar: W-WW-S-S-W;Site Path from Hau Nysrin: B-TT-TT-W-W;Site Path from Inyaloni: CS-CS-B-W-W	-	-	-	-	-	-	-	-	-	-	-	Wilderness	Haven	heal; Taarum faction-elf	-	-	-	-	-	-	-	-	-	Elanthia	-	-	0.0	-	1.0
Elanthia	MECP	mecp_elanthia2.jpg	Site	-	-	Minion	-	(1)Traps---Hot springs, each character faces a strike with 7 prowess; (2)Elves--- 3 strikes with 9 prowess (detainment against a covert company)Special: port. A minion company may not attack another company at this site. A RW may not move this site.	-	-	-	-	-	-	-	-	0.0	-	-	Wilderness	Free-hold	Information, Items(minor, major, greater)	-	yes	yes	yes	yes	-	-	-	-	Chey Goumal	-	-	0.0	-	1.0
Elgaer	MECP	mecp_elgaer.jpg	Site	-	-	Hero	-	(1)Animal---(Vuk).5 strikes wth 5 prowessSpecial: If this site is not a Ruins, Men of Dorwinion faction may be played at this site by the bearer of a mind ring; any influence attempt against this faction at this site is modified by +2	-	-	-	-	-	-	-	-	-	-	-	Double Wilderness	Ruins & Lairs	Items(minor)	-	-	-	yes	-	-	-	-	-	Rhubar	-	-	0.0	-	1.0
Elgaer	MECP	mecp_elgaer2.jpg	Site	-	-	Minion	-	(1)Animal---(Vuk).5 strikes wth 5 prowessSpecial: If this site is not a Ruins, Men of Dorwinion faction may be played at this site by the bearer of a mind ring; any influence attempt against this faction at this site is modified by +2	-	-	-	-	-	-	-	-	-	-	-	Double Wilderness	Ruins & Lairs	Items(minor)	-	-	-	yes	-	-	-	-	-	Dol Guldur	-	-	0.0	-	1.0
Ilpar-Karam	MECP	mecp_ilparkaram.jpg	Site	-	-	Dual	-	(1)Undead---3 strikes with 9 prowess; any character wounded must discard one item he controlsSpecial: Contains a hoard.	-	-	-	-	-	-	-	-	-	-	-	Dungeon	Ruins & Lairs	Items(minor, major, greater, gold ring) 	yes	yes	yes	yes	-	-	-	yes	-	Adan Tomb	-	-	0.0	-	1.0
Iorag Camp	MECP	mecp_ioragcamp.jpg	Site	-	-	Hero	-	Nearest Haven:  Elanthia  Playable:  Items (minor)  Automatic-attacks:  Men - 3 strikes with 8 prowess (detainment)  Special:  Discard an item from the company to make any non-unique horse ally playable at the site until the end of the turn.	-	-	-	-	-	-	-	-	-	-	unique	Shadow-land	Border-hold	Items (minor)	-	-	-	yes	-	-	-	-	-	Elanthia	-	-	0.0	-	1.0
Iorag Camp	MECP	mecp_ioragcamp2.jpg	Site	-	-	Minion	-	Nearest Darkhaven:  Chey Goumal  Playable:  Items (minor)  Automatic-attacks:  Men - 3 strikes with 8 prowess (detainment)  Special:  Asdriags faction is playable at this site.	-	-	-	-	-	-	-	-	0.0	-	unique	Shadow-land	Border-hold	faction-Asdriags; Items (minor)	-	-	-	yes	-	-	-	-	-	Chey Goumal	-	-	0.0	-	1.0
Joghul's Shrine	MECP	mecp_joghulsshrine.jpg	Site	-	-	Hero	-	*Special: Tap a character during the site phase to heal (from wounded to untapped) another character in the company. Tap the site.	-	-	-	-	-	-	-	-	-	-	-	Shadow-land	Border-hold	heal;	-	-	-	-	-	-	-	-	-	Lorien	-	-	0.0	-	1.0
Joghul's Shrine	MECP	mecp_joghulsshrine2.jpg	Site	-	-	Minion	-	(1)Men---each character faces 1 strike with 7 prowess (detainment against covert company)Special: Covert company only-tap a character during the site phase to heal (to untap) another character in his company. Tap the site.	-	-	-	-	-	-	-	-	0.0	-	-	Shadow-land	Border-hold	Items(minor)	-	-	-	yes	-	-	-	-	-	Dol Guldur	-	-	0.0	-	1.0
Laorki	MECP	mecp_laorki.jpg	Site	-	-	Hero	-	(1)Men---each character faces 1 strike with 6 prowess (detainment against covert companies)0	-	-	-	-	-	-	-	-	-	-	-	Shadow-land	Shadow-hold	Items(minor)	-	-	-	yes	-	-	-	-	-	Elanthia	-	-	0.0	-	1.0
Laorki	MECP	mecp_laorki2.jpg	Site	-	-	Minion	-	(1)Men---each character faces 1 strike with 6 prowess (detainment against covert companies)	-	-	-	-	-	-	-	-	0.0	-	-	Shadow-land	Shadow-hold	Items(minor)	-	-	-	yes	-	-	-	-	-	Chey Goumal	-	-	0.0	-	1.0
Lar-Huz	MECP	mecp_larhuz.jpg	Site	-	-	Hero	-	(1)Men--- 3 strikes with 6 prowessSpecial: During the org phase you may make a roll modifed by +3 if your company contains a Diplomat. If the result is greater than 7, you may store items at this site. After you have stored any items, you may take one Warrior only resource from your discard pile or play deck to your hand.	-	-	-	-	-	-	-	-	-	-	-	Double Wilderness	Ruins & Lairs	Items(minor, major)	-	-	yes	yes	-	-	-	-	-	Rhubar	-	-	0.0	-	1.0
Lar-Huz	MECP	mecp_larhuz2.jpg	Site	-	-	Minion	-	(1)Men--- 3 strikes with 6 prowess	-	-	-	-	-	-	-	-	0.0	-	-	Double Wilderness	Ruins & Lairs	Items(minor, major)	-	-	yes	yes	-	-	-	-	-	Shapol Udun	-	-	0.0	-	1.0
Logath Camp	MECP	mecp_logathcamp.jpg	Site	-	-	Hero	-	(1)Men---each character faces 1 strike with 5 prowess (detainment)Special: After succesful influence attempt against a faction at this site, you may take one non-unique horse or animal ally from your discard pile to your hand.	-	-	-	-	-	-	-	-	-	-	unique	Double Wilderness	Border-hold	faction-Logath Herdsman; Items(minor)	-	-	-	yes	-	-	-	-	-	Rhubar	-	-	0.0	-	1.0
Logath Camp	MECP	mecp_logathcamp2.jpg	Site	-	-	Minion	-	(1)Men---each character faces 1 strike with 7 prowess (detainment against covert)	-	-	-	-	-	-	-	-	0.0	-	-	Double Wilderness	Border-hold	Items(minor)	-	-	-	yes	-	-	-	-	-	Shapol Udun	-	-	0.0	-	1.0
Medloshad	MECP	mecp_medloshad.jpg	Site	-	-	Hero	-	(1)Men--- 5 strikes with 7 prowessSpecial: Tap a scout during the site phae to play a horse ally from opponent's hand, which he revealed to you through a mechanism of the game	-	-	-	-	-	-	-	-	-	-	-	Shadow-land	Border-hold	Items(minor, major)	-	-	yes	yes	-	-	-	-	-	Elanthia	-	-	0.0	-	1.0
Medloshad	MECP	mecp_medloshad2.jpg	Site	-	-	Minion	-	(1)Men---each character faces 1 strike with 6 prowess (detainment against covert)Special: Discard an item from the company to make any nonU horse ally playable at the site until the end of the turn. The Nuriags faction is playable at this site.	-	-	-	-	-	-	-	-	0.0	-	-	Shadow-land	Border-hold	faction-Nuriags, Items(minor)	-	-	-	yes	-	-	-	-	-	Chey Goumal	-	-	0.0	-	1.0
Nennurad	MECP	mecp_nennurad.jpg	Site	-	-	Hero	-	(1)Opponent---may play as an AA any one hazard creature from his hand keyed to BL,W, CS; it may not be a man, orc or Trolls creature.Special: A Ranger at this site may tap to play Information as if a Sage.	-	-	-	-	-	-	-	-	-	-	-	Shadow-land	Ruins & Lairs	Information	-	-	-	-	yes	-	-	-	-	Elanthia	-	-	0.0	-	1.0
Nennurad	MECP	mecp_nennurad2.jpg	Site	-	-	Minion	-	(1)Opponent---may play as an AA any one hazard creature from his hand keyed to BL,W, CS; it may not be a man, orc or troll creature.Special: A Ranger at this site may tap to play Information as if a Sage.	-	-	-	-	-	-	-	-	-	-	-	Shadow-land	Ruins & Lairs	Information	-	-	-	-	yes	-	-	-	-	Chey Goumal	-	-	0.0	-	1.0
Relerindu	MECP	mecp_relerindu.jpg	Site	-	-	Hero	-	*Special: Port-on Talathrant. This site is considered a haven for purpose of playing Bridge. When you play Bridge on a company moving to this site you may take a site in the Great Central Plains from your discard pile and play it as their new site.	-	-	-	-	-	-	-	-	-	-	-	Wilderness	Border-hold	faction: Wain Easterlings; Items(minor*)---*food items only	-	-	-	yes	-	-	-	-	-	Elanthia	-	-	0.0	-	1.0
Relerindu	MECP	mecp_relerindu2.jpg	Site	-	-	Minion	-	(1)Men---each character faces 1 strike with 6 prowess (detainment against covert)Special: Port-on Talathrant. When an agent is at this site, hero companies may not move through Relmether (unless moving to this site).	-	-	-	-	-	-	-	-	0.0	-	-	Wilderness	Border-hold	Items(minor, gold ring)	yes	-	-	yes	-	-	-	-	-	Chey Goumal	-	-	0.0	-	1.0
Riavod	MECP	mecp_riavod.jpg	Site	-	-	Hero	-	(1)Men--- 1 strike with 8 prowess (detainment)Special: Port-on-Sea of Rhun. Any horse ally may be transferred to other characters in the company during the ORG phase.	-	-	-	-	-	-	-	-	-	-	-	Border-land	Border-hold	Items(minor)	-	-	-	yes	-	-	-	-	-	Lorien	-	-	0.0	-	1.0
Riavod	MECP	mecp_riavod2.jpg	Site	-	-	Minion	-	(1)Men---each character faces 1 strike with 9 prowess (detainment against covert companies)Special: Port-on-Sea of Rhun.	-	-	-	-	-	-	-	-	0.0	-	-	Border-land	Border-hold	Items* (minor,major) *battle-gear only	-	-	yes	yes	-	-	-	-	yes	Dol Guldur	-	-	0.0	-	1.0
Sturlurtsa	MECP	mecp_sturlurtsa.jpg	Site	-	-	Hero	-	(1)Men---4 strikes with 7 prowess (detainment; if the company only contains Men and horse allies)Special: Variags of Khand faction is playable at this site, any influence check against this faction is modified by +2.	-	-	-	-	-	-	-	-	-	-	-	Shadow-land	Shadow-hold	Items*: (minor, major);  *battle-gear only	-	-	yes	yes	-	-	-	-	yes	Elanthia	-	-	0.0	-	1.0
Sturlurtsa	MECP	mecp_sturlurtsa2.jpg	Site	-	-	Minion	-	(1)Men---each character faces 1 strike with 9 prowess (detainment if the company contains only Men and horse allies)Special: Variags of Khand faction is playable at this site; any influence check against this facion at this site is modified by +2.	-	-	-	-	-	-	-	-	0.0	-	-	Shadow-land	Shadow-hold	Items(minor, major)	-	-	yes	yes	-	-	-	-	-	Chey Goumal	-	-	0.0	-	1.0
Temple of Kondri Odchi	MECP	mecp_templeofkondriodchi.jpg	Site	-	-	Hero	-	(1)Men---2 strikes with 9 prowessSpecial: During the site phase, discard one minor item to heal a character (from wounded to untapped).	-	-	-	-	-	-	-	-	-	-	-	Shadow-land	Border-hold	heal; Information, Items(minor)	-	-	-	yes	yes	-	-	-	-	Elanthia	-	-	0.0	-	1.0
Temple of Kondri Odchi	MECP	mecp_templeofkondriodchi2.jpg	Site	-	-	Minion	-	(1)Men---2 strikes with 9 prowessSpecial: You may discard a minor item from the company during the site phase to heal a character in the company (from wounded to untapped), or to remove one corruption card.	-	-	-	-	-	-	-	-	0.0	-	-	Shadow-land	Border-hold	Information, Items(minor)	-	-	-	yes	yes	-	-	-	-	Chey Goumal	-	-	0.0	-	1.0
The Lava-deeps	MECP	mecp_thelavadeeps.jpg	Site	-	-	Dual	-	Adjacent Sites: Ulk Chey Sart (0), The Limestone-caverns (5)  (1)Lava Flows---each character faces a strike with 7 prowess; (2)Opponent--- may played as an AA one nonU hazard creature from hand normally keyed to RL.	-	-	-	-	-	-	-	-	0.0	-	-	Under-deeps	Shadow-hold	Items(minor, major*) *non-unique items only	-	-	yes	yes	-	-	-	-	-	Ulk Chey Sart	-	-	0.0	-	1.0
Thraath	MECP	mecp_thraath.jpg	Site	-	-	Hero	-	(1)Men---each character faces 1 strike with 6 prowess (detainment)Special: Tap a Scout at this site to force an opponent to reveal from his hand any creature keyable to Orgothraath or regions adjacent; tap a diplomat at this site to force an opponent to discard one such creature from his hand.	-	-	-	-	-	-	-	-	-	-	-	Border-land	Border-hold	faction Ahar; Items(minor)	-	-	-	yes	-	-	-	-	-	Elanthia	-	-	0.0	-	1.0
Thraath	MECP	mecp_thraath2.jpg	Site	-	-	Minion	-	(1)Men---each character faces 1 strike with 6 prowess (detainment against covert)Special: *A diplomat must tap durign the site phase to make Information playable at the site this turn. Always Black Horses may be played at this site (as if a site in Rohan).	-	-	-	-	-	-	-	-	0.0	-	-	Border-land	Border-hold	Information*, Items(minor)	-	-	-	yes	yes	-	-	-	-	Chey Goumal	-	-	0.0	-	1.0
Tol Buruth	MECP	mecp_tolburuth.jpg	Site	-	-	Hero	-	(1)Men--- 4 strikes with 8 prowessSpecial: Contains a hoard. Pirates may always be keyed to this site, receives +1 prowess and strikes, and may be played from the discard pile( once per copy of Pirates).	-	-	-	-	-	-	-	-	-	-	-	Coastal Sea	Ruins & Lairs	Items(minor, major, gold ring)	yes	-	yes	yes	-	-	-	yes	-	Rhubar	-	-	0.0	-	1.0
Tol Buruth	MECP	mecp_tolburuth2.jpg	Site	-	-	Minion	-	(1)Men--- 4 strikes with 8 prowessSpecial: Contains a hoard. Pirates may always be keyed to this site, receives +1 prowess and strikes, and may be played from the discard pile( once per copy of Pirates). Corsairs of Rhun faction may be played at this site.	-	-	-	-	-	-	-	-	0.0	-	-	Coastal Sea	Ruins & Lairs	Items(minor, major, gold ring)	yes	-	yes	yes	-	-	-	yes	-	Dol Guldur	-	-	0.0	-	1.0
Ulk Chey Sart	MECP	mecp_ulkcheysart.jpg	Site	-	-	Hero	-	(1)Lava Flows---each character faces a strike with 6 prowess; *(2)Men---2 strikes with 8 prowessSpecial: Volcano. If Ren the Unclean is in play as a permanent-event, it must be used as a 2nd AA isntead (discard after use). Into the Smoking Cone may be inverted at this site. Any Reforging in the company may be played with an item that can be restored.	-	-	-	-	-	-	-	-	-	invert	-	Dark-domain	Shadow-hold	Information, Items(minor)	-	-	-	yes	yes	-	-	-	-	Elanthia	-	-	0.0	-	1.0
Ulk Chey Sart	MECP	mecp_ulkcheysart2.jpg	Site	-	-	Minion	-	(1)Lava Flows---each character faces a strike with 6 prowessSpecial: Volcano. A Ringwraith at this site becomes a legal target for By the Ringwraith's Word, which is playable here as if a Darkhaven.	-	-	-	-	-	-	-	-	0.0	-	-	Dark-domain	Shadow-hold	Information, Items(minor)	-	-	-	yes	yes	-	-	-	-	Chey Goumal	-	-	0.0	-	1.0
Ulk Jey Ama	MECP	mecp_ulkjeyama.jpg	Site	-	-	Hero	-	(1)Men---4 strikes with 7 prowess (detainment; if the company only contains Men)0	-	-	-	-	-	-	-	-	-	-	-	Dark-domain	Shadow-hold	Items(minor, major) 	-	-	yes	yes	-	-	-	-	-	Elanthia	-	-	0.0	-	1.0
Ulk Jey Ama	MECP	mecp_ulkjeyama2.jpg	Site	-	-	Minion	-	(1)Men---4 strikes with 7 prowess (detainment)	-	-	-	-	-	-	-	-	0.0	-	-	Dark-domain	Shadow-hold	*	-	-	-	-	-	-	-	-	-	Chey Goumal	-	-	0.0	-	1.0
Wain-Easterling Camp	MECP	mecp_waineasterlingcamp.jpg	Site	-	-	Hero	-	(1)Men---4 strikes with 8 prowess (detainment)Special: Wain-Easterlings faction is playable at this site, any influence check against this faction is modified by +2.	-	-	-	-	-	-	-	-	-	-	-	Double Wilderness	Border-hold	faction-WainEasterlings; Items(minor, major*)  *battle-gear only	-	-	yes	yes	-	-	-	-	yes	Rhubar	-	-	0.0	-	1.0
Wain-Easterling Camp	MECP	mecp_waineasterlingcamp2.jpg	Site	-	-	Minion	-	(1)Men---4 strikes with 8 prowess (detainment)Special: Wain-Easterliings faction is playable at this site; any influence check against this faction at this site is modified by +2.	-	-	-	-	-	-	-	-	0.0	-	-	Double Wilderness	Border-hold	faction-WainEasterlings, Items(minor, major*) *battle-gear only	-	-	yes	yes	-	-	-	-	yes	Dol Guldur	-	-	0.0	-	1.0
